suite,benchmark,language,prover,type_encoding,verification_result,elapsed_ms,exit_code
ground_truth,llm-verified-eval_tmp_tmpd2deqn_i_dafny_5.dfy,smtlib,vampire,monomorphic,VERIFIED,3416,0
ground_truth,llm-verified-eval_tmp_tmpd2deqn_i_dafny_5.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15275,4
ground_truth,llm-verified-eval_tmp_tmpd2deqn_i_dafny_5.dfy,smtlib,vampire,arguments,VERIFIED,3338,0
ground_truth,llm-verified-eval_tmp_tmpd2deqn_i_dafny_5.dfy,smtlib,z3,monomorphic,VERIFIED,1518,0
ground_truth,llm-verified-eval_tmp_tmpd2deqn_i_dafny_5.dfy,smtlib,z3,predicates,VERIFIED,1470,0
ground_truth,llm-verified-eval_tmp_tmpd2deqn_i_dafny_5.dfy,smtlib,z3,arguments,VERIFIED,1456,0
ground_truth,dafny-synthesis_task_id_775.dfy,tptp,vampire,polymorphic,VERIFIED,3342,0
ground_truth,dafny-synthesis_task_id_775.dfy,tptp,vampire,monomorphic,VERIFIED,2561,0
ground_truth,dafny-synthesis_task_id_775.dfy,tptp,vampire,predicates,VERIFIED,6805,0
ground_truth,dafny-synthesis_task_id_775.dfy,tptp,vampire,arguments,VERIFIED,3360,0
ground_truth,dafny-synthesis_task_id_775.dfy,smtlib,vampire,monomorphic,VERIFIED,3638,0
ground_truth,dafny-synthesis_task_id_775.dfy,smtlib,vampire,predicates,VERIFIED,6469,0
ground_truth,dafny-synthesis_task_id_775.dfy,smtlib,vampire,arguments,VERIFIED,3617,0
ground_truth,dafny-synthesis_task_id_775.dfy,smtlib,z3,monomorphic,VERIFIED,1567,0
ground_truth,dafny-synthesis_task_id_775.dfy,smtlib,z3,predicates,VERIFIED,1516,0
ground_truth,dafny-synthesis_task_id_775.dfy,smtlib,z3,arguments,VERIFIED,1486,0
ground_truth,Metodos_Formais_tmp_tmpql2hwcsh_Arrays_explicacao.dfy,tptp,vampire,polymorphic,VERIFIED,2497,0
ground_truth,Metodos_Formais_tmp_tmpql2hwcsh_Arrays_explicacao.dfy,tptp,vampire,monomorphic,VERIFIED,3445,0
ground_truth,Metodos_Formais_tmp_tmpql2hwcsh_Arrays_explicacao.dfy,tptp,vampire,predicates,VERIFIED,6136,0
ground_truth,Metodos_Formais_tmp_tmpql2hwcsh_Arrays_explicacao.dfy,tptp,vampire,arguments,VERIFIED,3366,0
ground_truth,Metodos_Formais_tmp_tmpql2hwcsh_Arrays_explicacao.dfy,smtlib,vampire,monomorphic,VERIFIED,3323,0
ground_truth,Metodos_Formais_tmp_tmpql2hwcsh_Arrays_explicacao.dfy,smtlib,vampire,predicates,VERIFIED,6572,0
ground_truth,Metodos_Formais_tmp_tmpql2hwcsh_Arrays_explicacao.dfy,smtlib,vampire,arguments,VERIFIED,3229,0
ground_truth,Metodos_Formais_tmp_tmpql2hwcsh_Arrays_explicacao.dfy,smtlib,z3,monomorphic,VERIFIED,1525,0
ground_truth,Metodos_Formais_tmp_tmpql2hwcsh_Arrays_explicacao.dfy,smtlib,z3,predicates,VERIFIED,1484,0
ground_truth,Metodos_Formais_tmp_tmpql2hwcsh_Arrays_explicacao.dfy,smtlib,z3,arguments,VERIFIED,1463,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_max.dfy,tptp,vampire,polymorphic,VERIFIED,1501,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_max.dfy,tptp,vampire,monomorphic,VERIFIED,1733,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_max.dfy,tptp,vampire,predicates,VERIFIED,1756,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_max.dfy,tptp,vampire,arguments,VERIFIED,1497,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_max.dfy,smtlib,vampire,monomorphic,VERIFIED,1635,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_max.dfy,smtlib,vampire,predicates,VERIFIED,1470,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_max.dfy,smtlib,vampire,arguments,VERIFIED,1448,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_max.dfy,smtlib,z3,monomorphic,VERIFIED,1506,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_max.dfy,smtlib,z3,predicates,VERIFIED,1431,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_max.dfy,smtlib,z3,arguments,VERIFIED,1404,0
ground_truth,Clover_slope_search.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15453,4
ground_truth,Clover_slope_search.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15566,4
ground_truth,Clover_slope_search.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15472,4
ground_truth,Clover_slope_search.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15517,4
ground_truth,Clover_slope_search.dfy,smtlib,vampire,monomorphic,VERIFIED,3554,0
ground_truth,Clover_slope_search.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15408,4
ground_truth,Clover_slope_search.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15342,4
ground_truth,Clover_slope_search.dfy,smtlib,z3,monomorphic,VERIFIED,2420,0
ground_truth,Clover_slope_search.dfy,smtlib,z3,predicates,VERIFIED,2141,0
ground_truth,Clover_slope_search.dfy,smtlib,z3,arguments,VERIFIED,2025,0
ground_truth,Dafny_Programs_tmp_tmp99966ew4_trig.dfy,tptp,vampire,polymorphic,VERIFIED,1625,0
ground_truth,Dafny_Programs_tmp_tmp99966ew4_trig.dfy,tptp,vampire,monomorphic,VERIFIED,1734,0
ground_truth,Dafny_Programs_tmp_tmp99966ew4_trig.dfy,tptp,vampire,predicates,VERIFIED,1580,0
ground_truth,Dafny_Programs_tmp_tmp99966ew4_trig.dfy,tptp,vampire,arguments,VERIFIED,1634,0
ground_truth,Dafny_Programs_tmp_tmp99966ew4_trig.dfy,smtlib,vampire,monomorphic,VERIFIED,1626,0
ground_truth,Dafny_Programs_tmp_tmp99966ew4_trig.dfy,smtlib,vampire,predicates,VERIFIED,2383,0
ground_truth,Dafny_Programs_tmp_tmp99966ew4_trig.dfy,smtlib,vampire,arguments,VERIFIED,2375,0
ground_truth,Dafny_Programs_tmp_tmp99966ew4_trig.dfy,smtlib,z3,monomorphic,VERIFIED,2655,0
ground_truth,Dafny_Programs_tmp_tmp99966ew4_trig.dfy,smtlib,z3,predicates,VERIFIED,1669,0
ground_truth,Dafny_Programs_tmp_tmp99966ew4_trig.dfy,smtlib,z3,arguments,VERIFIED,1481,0
ground_truth,Dafny_Verify_tmp_tmphq7j0row_dataset_detailed_examples_SelectionSort.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15573,4
ground_truth,Dafny_Verify_tmp_tmphq7j0row_dataset_detailed_examples_SelectionSort.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15558,4
ground_truth,Dafny_Verify_tmp_tmphq7j0row_dataset_detailed_examples_SelectionSort.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,16431,4
ground_truth,Dafny_Verify_tmp_tmphq7j0row_dataset_detailed_examples_SelectionSort.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15487,4
ground_truth,Dafny_Verify_tmp_tmphq7j0row_dataset_detailed_examples_SelectionSort.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,15551,4
ground_truth,Dafny_Verify_tmp_tmphq7j0row_dataset_detailed_examples_SelectionSort.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15432,4
ground_truth,Dafny_Verify_tmp_tmphq7j0row_dataset_detailed_examples_SelectionSort.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15574,4
ground_truth,Dafny_Verify_tmp_tmphq7j0row_dataset_detailed_examples_SelectionSort.dfy,smtlib,z3,monomorphic,VERIFIED,2248,0
ground_truth,Dafny_Verify_tmp_tmphq7j0row_dataset_detailed_examples_SelectionSort.dfy,smtlib,z3,predicates,VERIFIED,1752,0
ground_truth,Dafny_Verify_tmp_tmphq7j0row_dataset_detailed_examples_SelectionSort.dfy,smtlib,z3,arguments,VERIFIED,1675,0
ground_truth,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_sum_array.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15346,4
ground_truth,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_sum_array.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15467,4
ground_truth,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_sum_array.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15477,4
ground_truth,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_sum_array.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15457,4
ground_truth,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_sum_array.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,15667,4
ground_truth,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_sum_array.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15498,4
ground_truth,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_sum_array.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15429,4
ground_truth,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_sum_array.dfy,smtlib,z3,monomorphic,VERIFIED,1551,0
ground_truth,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_sum_array.dfy,smtlib,z3,predicates,VERIFIED,1630,0
ground_truth,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_sum_array.dfy,smtlib,z3,arguments,VERIFIED,1748,0
ground_truth,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_RotateRight.dfy,tptp,vampire,polymorphic,VERIFIED,3954,0
ground_truth,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_RotateRight.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15831,4
ground_truth,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_RotateRight.dfy,tptp,vampire,predicates,VERIFIED,4450,0
ground_truth,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_RotateRight.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15988,4
ground_truth,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_RotateRight.dfy,smtlib,vampire,monomorphic,VERIFIED,4072,0
ground_truth,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_RotateRight.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15325,4
ground_truth,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_RotateRight.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15293,4
ground_truth,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_RotateRight.dfy,smtlib,z3,monomorphic,VERIFIED,1562,0
ground_truth,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_RotateRight.dfy,smtlib,z3,predicates,VERIFIED,1525,0
ground_truth,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_RotateRight.dfy,smtlib,z3,arguments,VERIFIED,1497,0
ground_truth,dafny-synthesis_task_id_447.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15382,4
ground_truth,dafny-synthesis_task_id_447.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15459,4
ground_truth,dafny-synthesis_task_id_447.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15386,4
ground_truth,dafny-synthesis_task_id_447.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15443,4
ground_truth,dafny-synthesis_task_id_447.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,15463,4
ground_truth,dafny-synthesis_task_id_447.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15314,4
ground_truth,dafny-synthesis_task_id_447.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15272,4
ground_truth,dafny-synthesis_task_id_447.dfy,smtlib,z3,monomorphic,VERIFIED,1548,0
ground_truth,dafny-synthesis_task_id_447.dfy,smtlib,z3,predicates,VERIFIED,1489,0
ground_truth,dafny-synthesis_task_id_447.dfy,smtlib,z3,arguments,VERIFIED,1475,0
ground_truth,Clover_is_palindrome.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15366,4
ground_truth,Clover_is_palindrome.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15658,4
ground_truth,Clover_is_palindrome.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15644,4
ground_truth,Clover_is_palindrome.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,16219,4
ground_truth,Clover_is_palindrome.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,15557,4
ground_truth,Clover_is_palindrome.dfy,smtlib,vampire,predicates,VERIFIED,3884,0
ground_truth,Clover_is_palindrome.dfy,smtlib,vampire,arguments,VERIFIED,3497,0
ground_truth,Clover_is_palindrome.dfy,smtlib,z3,monomorphic,VERIFIED,1689,0
ground_truth,Clover_is_palindrome.dfy,smtlib,z3,predicates,VERIFIED,1705,0
ground_truth,Clover_is_palindrome.dfy,smtlib,z3,arguments,VERIFIED,1486,0
ground_truth,Clover_has_close_elements.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15524,4
ground_truth,Clover_has_close_elements.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15687,4
ground_truth,Clover_has_close_elements.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15925,4
ground_truth,Clover_has_close_elements.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,16069,4
ground_truth,Clover_has_close_elements.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,15575,4
ground_truth,Clover_has_close_elements.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,16007,4
ground_truth,Clover_has_close_elements.dfy,smtlib,vampire,arguments,VERIFIED,3447,0
ground_truth,Clover_has_close_elements.dfy,smtlib,z3,monomorphic,VERIFIED,1958,0
ground_truth,Clover_has_close_elements.dfy,smtlib,z3,predicates,VERIFIED,1492,0
ground_truth,Clover_has_close_elements.dfy,smtlib,z3,arguments,VERIFIED,1494,0
ground_truth,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_conjuntos_ex5.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15397,4
ground_truth,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_conjuntos_ex5.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15540,4
ground_truth,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_conjuntos_ex5.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15426,4
ground_truth,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_conjuntos_ex5.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15412,4
ground_truth,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_conjuntos_ex5.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,15421,4
ground_truth,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_conjuntos_ex5.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15312,4
ground_truth,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_conjuntos_ex5.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15392,4
ground_truth,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_conjuntos_ex5.dfy,smtlib,z3,monomorphic,VERIFIED,1582,0
ground_truth,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_conjuntos_ex5.dfy,smtlib,z3,predicates,VERIFIED,1525,0
ground_truth,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_conjuntos_ex5.dfy,smtlib,z3,arguments,VERIFIED,1478,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_OneHundredPrisonersAndALightbulb.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15450,4
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_OneHundredPrisonersAndALightbulb.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15545,4
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_OneHundredPrisonersAndALightbulb.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15533,4
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_OneHundredPrisonersAndALightbulb.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15503,4
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_OneHundredPrisonersAndALightbulb.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,15423,4
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_OneHundredPrisonersAndALightbulb.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15377,4
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_OneHundredPrisonersAndALightbulb.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15314,4
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_OneHundredPrisonersAndALightbulb.dfy,smtlib,z3,monomorphic,VERIFIED,1601,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_OneHundredPrisonersAndALightbulb.dfy,smtlib,z3,predicates,VERIFIED,1556,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_OneHundredPrisonersAndALightbulb.dfy,smtlib,z3,arguments,VERIFIED,1506,0
ground_truth,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab1_Lab1.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15580,4
ground_truth,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab1_Lab1.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15654,4
ground_truth,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab1_Lab1.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15619,4
ground_truth,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab1_Lab1.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15576,4
ground_truth,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab1_Lab1.dfy,smtlib,vampire,monomorphic,VERIFIED,6512,0
ground_truth,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab1_Lab1.dfy,smtlib,vampire,predicates,VERIFIED,4009,0
ground_truth,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab1_Lab1.dfy,smtlib,vampire,arguments,VERIFIED,2269,0
ground_truth,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab1_Lab1.dfy,smtlib,z3,monomorphic,VERIFIED,1656,0
ground_truth,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab1_Lab1.dfy,smtlib,z3,predicates,VERIFIED,1583,0
ground_truth,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab1_Lab1.dfy,smtlib,z3,arguments,VERIFIED,1561,0
ground_truth,Dafny-programs_tmp_tmpnso9eu7u_Algorithms + sorting_bubble-sort.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15514,4
ground_truth,Dafny-programs_tmp_tmpnso9eu7u_Algorithms + sorting_bubble-sort.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15614,4
ground_truth,Dafny-programs_tmp_tmpnso9eu7u_Algorithms + sorting_bubble-sort.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15721,4
ground_truth,Dafny-programs_tmp_tmpnso9eu7u_Algorithms + sorting_bubble-sort.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15558,4
ground_truth,Dafny-programs_tmp_tmpnso9eu7u_Algorithms + sorting_bubble-sort.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,15627,4
ground_truth,Dafny-programs_tmp_tmpnso9eu7u_Algorithms + sorting_bubble-sort.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15439,4
ground_truth,Dafny-programs_tmp_tmpnso9eu7u_Algorithms + sorting_bubble-sort.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15485,4
ground_truth,Dafny-programs_tmp_tmpnso9eu7u_Algorithms + sorting_bubble-sort.dfy,smtlib,z3,monomorphic,VERIFIED,3884,0
ground_truth,Dafny-programs_tmp_tmpnso9eu7u_Algorithms + sorting_bubble-sort.dfy,smtlib,z3,predicates,VERIFIED,2492,0
ground_truth,Dafny-programs_tmp_tmpnso9eu7u_Algorithms + sorting_bubble-sort.dfy,smtlib,z3,arguments,VERIFIED,4043,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_expt.dfy,tptp,vampire,polymorphic,VERIFIED,2273,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_expt.dfy,tptp,vampire,monomorphic,VERIFIED,2405,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_expt.dfy,tptp,vampire,predicates,VERIFIED,3083,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_expt.dfy,tptp,vampire,arguments,VERIFIED,3082,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_expt.dfy,smtlib,vampire,monomorphic,VERIFIED,3433,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_expt.dfy,smtlib,vampire,predicates,VERIFIED,3139,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_expt.dfy,smtlib,vampire,arguments,VERIFIED,2974,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_expt.dfy,smtlib,z3,monomorphic,VERIFIED,1555,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_expt.dfy,smtlib,z3,predicates,VERIFIED,1483,0
ground_truth,dafny-programs_tmp_tmpcwodh6qh_src_expt.dfy,smtlib,z3,arguments,VERIFIED,1473,0
ground_truth,cs245-verification_tmp_tmp0h_nxhqp_A8_Q1.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15340,4
ground_truth,cs245-verification_tmp_tmp0h_nxhqp_A8_Q1.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15478,4
ground_truth,cs245-verification_tmp_tmp0h_nxhqp_A8_Q1.dfy,tptp,vampire,predicates,VERIFIED,3442,0
ground_truth,cs245-verification_tmp_tmp0h_nxhqp_A8_Q1.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15330,4
ground_truth,cs245-verification_tmp_tmp0h_nxhqp_A8_Q1.dfy,smtlib,vampire,monomorphic,VERIFIED,5672,0
ground_truth,cs245-verification_tmp_tmp0h_nxhqp_A8_Q1.dfy,smtlib,vampire,predicates,VERIFIED,3655,0
ground_truth,cs245-verification_tmp_tmp0h_nxhqp_A8_Q1.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15469,4
ground_truth,cs245-verification_tmp_tmp0h_nxhqp_A8_Q1.dfy,smtlib,z3,monomorphic,VERIFIED,2074,0
ground_truth,cs245-verification_tmp_tmp0h_nxhqp_A8_Q1.dfy,smtlib,z3,predicates,VERIFIED,1808,0
ground_truth,cs245-verification_tmp_tmp0h_nxhqp_A8_Q1.dfy,smtlib,z3,arguments,VERIFIED,1589,0
ground_truth,dafny-synthesis_task_id_632.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,16205,4
ground_truth,dafny-synthesis_task_id_632.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,16081,4
ground_truth,dafny-synthesis_task_id_632.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,16760,4
ground_truth,dafny-synthesis_task_id_632.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,17048,4
ground_truth,dafny-synthesis_task_id_632.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,16019,4
ground_truth,dafny-synthesis_task_id_632.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,16310,4
ground_truth,dafny-synthesis_task_id_632.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,17437,4
ground_truth,dafny-synthesis_task_id_632.dfy,smtlib,z3,monomorphic,VERIFICATION_TIMED_OUT,17285,4
ground_truth,dafny-synthesis_task_id_632.dfy,smtlib,z3,predicates,VERIFICATION_TIMED_OUT,16733,4
ground_truth,dafny-synthesis_task_id_632.dfy,smtlib,z3,arguments,VERIFICATION_TIMED_OUT,16701,4
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old3.dfy,tptp,vampire,polymorphic,VERIFIED,5461,0
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old3.dfy,tptp,vampire,monomorphic,VERIFIED,5670,0
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old3.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15419,4
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old3.dfy,tptp,vampire,arguments,VERIFIED,5072,0
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old3.dfy,smtlib,vampire,monomorphic,VERIFIED,5533,0
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old3.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15305,4
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old3.dfy,smtlib,vampire,arguments,VERIFIED,5257,0
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old3.dfy,smtlib,z3,monomorphic,VERIFIED,1484,0
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old3.dfy,smtlib,z3,predicates,VERIFIED,1456,0
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old3.dfy,smtlib,z3,arguments,VERIFIED,1399,0
ground_truth,formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs2_gr2.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,18481,4
ground_truth,formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs2_gr2.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,18888,4
ground_truth,formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs2_gr2.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,43809,4
ground_truth,formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs2_gr2.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,43705,4
ground_truth,formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs2_gr2.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,20152,4
ground_truth,formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs2_gr2.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,32999,4
